"Branch","Product","Year","Color","Sales Quantity","Unit Price","Revenue","Cost","Profit","Customer Satisfaction Rating"
"Germany","BMW 3 Series","2017","Orange","115","73987.996417211","8508619.5879793","33058.278924639","4706917.5116458","5"
"Brazil","BMW X7","2023","Silver","144","31352.394755757","4514744.844829","15533.058432231","2277984.4305878","1"
"Japan","BMW X3","2010","Purple","12","76644.439574858","919733.2748983","16702.011909897","719309.13197953","5"
"Germany","BMW X5","2012","Blue","156","31627.716586462","4933923.787488","19794.968050439","1845908.7716196","2"
"Canada","BMW i8","2022","Green","64","27834.471357004","1781406.1668482","28972.347691379","-72824.08539999","2"
"Japan","BMW 7 Series","2012","Orange","38","59596.450317145","2264665.1120515","18947.262591875","1544669.1335603","2"
"France","BMW M4","2015","Purple","110","64268.358186427","7069519.4005069","45834.94970906","2027674.9325103","1"
"Brazil","BMW X5","2020","Green","63","27461.685812846","1730086.2062093","37351.592150813","-623064.09929194","2"
"Canada","BMW M4","2010","Blue","140","66067.455201115","9249443.7281561","29477.879829261","5122540.5520596","4"
"Japan","BMW X3","2017","Grey","91","41911.384446715","3813935.984651","36337.651751185","507209.67529323","4"
"India","BMW X5","2021","Black","171","46053.828206765","7875204.6233568","33048.689427323","2223878.7312846","5"
"UK","BMW X5","2012","Yellow","104","26828.896424387","2790205.2281362","39558.528239231","-1323881.7087438","2"
"UK","BMW 5 Series","2015","Black","115","32836.047766456","3776145.4931424","36367.119466031","-406073.2454511","2"
"Germany","BMW X7","2017","Yellow","20","79850.477445901","1597009.548918","31401.656933796","968976.4102421","4"
"China","BMW 5 Series","2011","Grey","140","69782.009122978","9769481.2772169","46447.03668367","3266896.1415032","5"
"France","BMW 7 Series","2017","Black","24","58510.743320551","1404257.8396932","42897.132703523","374726.65480868","3"
"Germany","BMW 3 Series","2017","Silver","174","25606.778905467","4455579.5295512","16372.183097196","1606819.6706392","3"
"India","BMW i3","2014","Silver","199","68825.068841075","13696188.699374","49656.848774156","3814475.793317","5"
"Australia","BMW M4","2021","Blue","37","69461.940539186","2570091.7999499","29588.049520888","1475333.967677","4"
"Germany","BMW X7","2019","Silver","72","42571.059410479","3065116.2775545","39544.185900363","217934.89272837","2"
"UK","BMW X5","2011","Black","106","48371.302853172","5127358.1024362","45243.263248467","331572.19809864","5"
"Canada","BMW 7 Series","2015","Silver","191","23793.286784209","4544517.7757839","35551.529763791","-2245824.4091003","3"
"France","BMW X5","2015","Silver","188","27601.853722661","5189148.4998603","44867.582291922","-3245956.971021","3"
"India","BMW M4","2020","Orange","41","38598.256984798","1582528.5363767","29873.375600706","357720.13674778","3"
"China","BMW 7 Series","2021","White","114","47282.600309775","5390216.4353143","18993.101147834","3225002.9044612","2"
"Japan","BMW X3","2023","Grey","199","30355.353867871","6040715.4197063","31285.603013625","-185119.58000503","5"
"Brazil","BMW M4","2014","Grey","61","25231.326706296","1539110.9290841","36989.967561303","-717277.0921554","4"
"Canada","BMW i8","2020","Purple","100","48931.215156619","4893121.5156619","34053.94239649","1487727.2760129","1"
"China","BMW Z4","2016","Yellow","142","26290.663573723","3733274.2274687","35369.671920583","-1289219.1852541","3"
"Germany","BMW 7 Series","2019","Black","80","70326.052038242","5626084.1630594","32661.023396997","3013202.2912996","5"
"India","BMW Z4","2012","Orange","195","51315.015974762","10006428.115079","26614.48146514","4816604.2293763","5"
"Canada","BMW X3","2017","Blue","49","23510.313832916","1152005.3778129","48592.449274006","-1229024.6366134","4"
"UK","BMW X5","2016","Grey","21","48144.54525586","1011035.4503731","44040.57268923","86183.423899238","2"
"Canada","BMW 3 Series","2013","Orange","94","25073.942127155","2356950.5599525","39833.757473633","-1387422.642569","4"
"Germany","BMW 7 Series","2014","Grey","174","50297.019505919","8751681.39403","45930.934244619","759698.83546632","1"
"USA","BMW M4","2021","Blue","124","67759.220957936","8402143.3987841","25049.936472161","5295951.2762361","4"
"Canada","BMW Z4","2012","Orange","75","20505.766030581","1537932.4522936","42221.589677642","-1628686.7735295","1"
"Germany","BMW i8","2014","Orange","29","26171.202469179","758964.8716062","42534.13631098","-474525.0814122","4"
"Brazil","BMW Z4","2019","Silver","50","69229.637121668","3461481.8560834","30329.182705627","1945022.720802","2"
"Japan","BMW 5 Series","2019","Grey","30","25727.483082706","771824.49248119","41324.557506425","-467912.23271157","1"
"Australia","BMW X3","2010","Blue","51","38537.198544754","1965397.1257824","17678.38127457","1063799.6807794","1"
"India","BMW 3 Series","2021","White","187","39011.12313474","7295080.0261964","42951.628520428","-736874.50712358","3"
"Germany","BMW i8","2016","Grey","159","73928.885059533","11754692.724466","17213.17974888","9017797.1443937","2"
"Japan","BMW X5","2021","Red","195","53494.714942961","10431469.413877","15370.859545004","7434151.8026017","3"
"Canada","BMW i3","2010","Red","179","25769.763556442","4612787.6766031","45369.213721334","-3508301.5795156","3"
"China","BMW i8","2010","Green","75","42725.287702451","3204396.5776838","35523.916440077","540102.84467806","3"
"UK","BMW i3","2018","Orange","34","69988.348389275","2379603.8452354","23057.823546763","1595637.8446454","3"
"Japan","BMW Z4","2023","Purple","125","41640.881657428","5205110.2071785","39975.748569583","208141.63598058","3"
"India","BMW i3","2017","Red","23","52983.704901513","1218625.2127348","29079.984737489","549785.56377254","3"
"Japan","BMW i3","2015","Yellow","197","76648.613425865","15099776.844895","21359.74285493","10891907.502474","1"
"Canada","BMW X7","2013","Yellow","135","53471.472061866","7218648.7283519","15880.885044922","5074729.2472874","5"
"India","BMW X3","2017","Green","39","70397.981269623","2745521.2695153","21903.99896396","1891265.3099208","1"
"Japan","BMW 3 Series","2019","Yellow","65","46672.379410285","3033704.6616685","36928.758253224","633335.37520894","5"
"Brazil","BMW 3 Series","2022","Black","157","51853.830827791","8141051.4399632","23975.157658333","4376951.687605","2"
"Germany","BMW 5 Series","2018","Silver","53","21370.891179072","1132657.2324908","31952.181483366","-560808.38612759","2"
"Australia","BMW 3 Series","2012","Yellow","187","65448.277186162","12238827.833812","38393.572214569","5059229.8296877","3"
"Germany","BMW Z4","2010","Yellow","17","70229.844383086","1193907.3545125","29356.300539972","694850.24533293","1"
"Brazil","BMW X5","2011","Purple","38","65857.693357315","2502592.347578","43306.563775895","856942.92409397","5"
"Canada","BMW i3","2017","Grey","30","25904.75796498","777142.73894941","35456.546810307","-286553.66535979","2"
"Canada","BMW Z4","2018","Blue","56","64105.747416421","3589921.8553196","17666.920312427","2600574.3178237","1"
"USA","BMW 3 Series","2015","Blue","84","38753.062985373","3255257.2907714","29075.102494074","812948.68126912","1"
"Japan","BMW 5 Series","2015","Red","6","39743.719959715","238462.31975829","15436.940469449","145840.6769416","1"
"China","BMW X5","2012","Blue","120","69015.742294947","8281889.0753936","22753.903456511","5551420.6606123","4"
"UK","BMW 3 Series","2021","Blue","101","72045.909915373","7276636.9014527","47717.870894638","2457131.9410942","5"
"France","BMW i3","2022","White","160","49808.992409344","7969438.785495","37873.879396987","1909618.0819771","1"
"Canada","BMW 5 Series","2018","White","102","59016.674674922","6019700.8168421","41239.343619772","1813287.7676253","3"
"India","BMW 5 Series","2023","Silver","9","55438.008431331","498942.07588198","39924.825666704","139618.64488165","2"
"India","BMW i3","2015","Orange","85","68287.366800626","5804426.1780532","23973.770119927","3766655.7178594","4"
"India","BMW i3","2013","Purple","133","73362.185871546","9757170.7209157","30626.094201269","5683900.1921468","2"
"USA","BMW Z4","2022","Yellow","184","41230.474438404","7586407.2966663","33341.469898022","1451576.8354303","5"
"France","BMW i8","2016","Yellow","175","21026.159681489","3679577.9442606","43427.278466332","-3920195.7873475","1"
"China","BMW M4","2016","Black","43","25893.900293082","1113437.7126025","31040.502257893","-221303.88448687","3"
"France","BMW M4","2017","Silver","62","77312.215946204","4793357.3886646","37140.307060075","2490658.35094","1"
"India","BMW X3","2020","Black","51","55630.853365879","2837173.5216598","49247.512499047","325550.38420845","2"
"USA","BMW M4","2010","Blue","5","51230.30355822","256151.5177911","16357.912409501","174361.9557436","3"
"USA","BMW i3","2011","Blue","170","67092.393686498","11405706.926705","22739.783403644","7539943.7480852","2"
"Japan","BMW i3","2018","Grey","104","50402.973814951","5241909.2767549","28146.061991195","2314718.8296707","2"
"Canada","BMW X5","2022","Green","27","31712.273984114","856231.39757109","44441.914436128","-343700.29220437","1"
"USA","BMW i8","2021","Black","43","24144.418427111","1038209.9923658","20077.617411075","174872.44368955","4"
"France","BMW i8","2014","Red","189","53585.925102858","10127739.84444","25407.062536419","5325805.025057","2"
"China","BMW i8","2010","Orange","114","21192.906611881","2415991.3537544","41820.209350197","-2351512.512168","5"
"France","BMW Z4","2015","White","133","51757.974287142","6883810.5801899","47427.421376072","575963.53717229","3"
"Canada","BMW X7","2012","Grey","108","31355.577924771","3386402.4158753","33866.830208347","-271215.24662623","5"
"Canada","BMW M4","2015","Black","49","27196.867317656","1332646.4985651","15514.029707604","572459.04289256","4"
"Brazil","BMW Z4","2019","Purple","37","24703.806965626","914040.85772815","17150.237381917","279482.07459722","5"
"UK","BMW 3 Series","2016","Silver","166","26387.366768917","4380302.8836401","28737.82638541","-390176.2963379","1"
"UK","BMW 5 Series","2011","Black","43","79479.111383768","3417601.789502","33562.839683361","1974399.6831175","5"
"France","BMW 3 Series","2023","Black","35","57328.992396585","2006514.7338805","39081.007238839","638679.48052111","3"
"India","BMW i8","2020","Blue","149","26737.065060969","3983822.6940844","37789.891461681","-1646871.1337061","2"
"France","BMW X3","2023","White","92","25168.125567919","2315467.5522485","47530.482045651","-2057336.7959513","2"
"Japan","BMW X3","2010","Orange","83","58056.779532004","4818712.7011563","19402.908570156","3208271.2898333","5"
"Canada","BMW X3","2021","Green","187","53352.104399538","9976843.5227136","30445.027657342","4283623.3507906","1"
"China","BMW M4","2019","Blue","138","67046.782679445","9252456.0097634","16805.005383269","6933365.2668722","5"
"France","BMW i8","2017","Grey","146","72073.79602537","10522774.219704","35181.934098535","5386211.841318","3"
"Australia","BMW X5","2021","Purple","120","21390.217362506","2566826.0835007","27286.668591503","-707574.14747963","1"
"Germany","BMW 7 Series","2023","Purple","53","54330.104760317","2879495.5522968","27615.823901867","1415856.8854978","5"
"China","BMW 3 Series","2015","Black","39","42671.623852255","1664193.330238","23485.582963416","748255.59466472","4"
"Canada","BMW X5","2012","Grey","180","68061.881431089","12251138.657596","40967.056721345","4877068.4477539","4"
"India","BMW 3 Series","2021","Grey","55","60833.087565391","3345819.8160965","32409.745185076","1563283.8309174","3"
"India","BMW 3 Series","2010","Silver","82","78798.874324535","6461507.6946119","44872.686831788","2781947.3744052","2"
"India","BMW Z4","2021","Grey","109","63413.696542915","6912092.9231777","21830.431842982","4532575.8522927","1"
"France","BMW 3 Series","2012","Orange","68","68362.631230187","4648658.9236527","42973.378559124","1726469.1816323","2"
"Australia","BMW i8","2014","Red","189","27458.005933027","5189563.1213421","26484.206949508","184048.0078851","2"
"Germany","BMW 5 Series","2019","Yellow","45","46378.733391907","2087043.0026358","20378.676426128","1170002.56346","3"
"Germany","BMW 3 Series","2011","Green","18","41921.321167521","754583.78101537","22370.986636431","351906.02155961","5"
"Canada","BMW X5","2021","Grey","37","66509.362346448","2460846.4068186","29744.791586824","1360289.1181061","5"
"Germany","BMW i3","2017","Grey","51","27276.762425421","1391114.8836965","40937.050458424","-696674.68968317","2"
"Germany","BMW M4","2019","Black","2","36031.690497329","72063.380994657","31051.821993855","9959.7370069482","3"
"Germany","BMW X3","2022","Silver","23","37311.080842186","858154.85937029","29547.444319139","178563.64003009","4"
"France","BMW Z4","2011","Black","196","30454.585890258","5969098.8344906","45706.038085066","-2989284.6301823","3"
"Japan","BMW i3","2012","Purple","138","44821.078887094","6185308.8864189","25787.188196996","2626676.9152335","2"
"Japan","BMW X7","2014","Green","75","68286.322733136","5121474.2049852","19378.865632615","3668059.282539","4"
"India","BMW X7","2018","Orange","154","79991.311353308","12318661.948409","37769.579351256","6502146.7283159","2"
"Japan","BMW X5","2021","Blue","158","47912.763116097","7570216.5723433","22727.695048252","3979240.7547195","1"
"Australia","BMW X3","2022","Red","119","32904.28101602","3915609.4409064","43091.565487408","-1212286.8520951","1"
"Germany","BMW X3","2018","Orange","22","78460.420932543","1726129.260516","23710.014005018","1204508.9524056","4"
"Japan","BMW X5","2018","Green","83","60663.432396547","5035064.8889134","29966.090023772","2547879.4169403","2"
"Japan","BMW 3 Series","2011","Grey","104","33436.118561024","3477356.3303465","19619.911656871","1436885.5180319","4"
"UK","BMW i8","2010","Orange","31","67286.886566539","2085893.4835627","21809.295847978","1409805.3122754","4"
"Japan","BMW i8","2022","Grey","30","73179.502978863","2195385.0893659","32391.656280006","1223635.4009657","4"
"India","BMW Z4","2010","Purple","52","34925.632301458","1816132.8796758","28692.608687817","324117.22790934","3"
"Canada","BMW X7","2010","Black","41","55396.099182802","2271240.0664949","37138.190287769","748574.26469635","2"
"Germany","BMW X5","2022","Black","88","25944.675637311","2283131.4560834","47988.717818431","-1939875.7119385","3"
"India","BMW M4","2020","Silver","106","55985.48222513","5934461.1158638","25185.785327042","3264767.8711974","4"
"China","BMW X7","2016","Black","43","44034.703130509","1893492.2346119","41764.588282988","97614.938443421","5"
"Germany","BMW X7","2010","Orange","131","28647.441554235","3752814.8436048","38329.150148435","-1268303.8258402","3"
"Australia","BMW 5 Series","2019","White","18","73935.267443176","1330834.8139772","42302.484914286","569390.08552001","4"
"USA","BMW 7 Series","2020","White","170","45353.991563816","7710178.5658487","48813.238447331","-588071.9701976","1"
"France","BMW M4","2021","Yellow","111","30436.583495075","3378460.7679534","16580.793883557","1537992.6468786","5"
"USA","BMW i3","2018","Purple","107","61052.772462771","6532646.6535165","22396.884664876","4136179.9943748","1"
"Brazil","BMW 3 Series","2010","Silver","126","79413.100147786","10006050.618621","24320.250240034","6941699.0883767","5"
"UK","BMW 7 Series","2016","Green","9","70268.855762731","632419.70186458","19636.247425","455693.47503958","2"
"Germany","BMW 5 Series","2021","Black","145","28561.433722643","4141407.8897832","25135.107271288","496817.33544646","2"
"Japan","BMW 3 Series","2017","Black","31","37873.772991438","1174086.9627346","45728.284963967","-243489.87114841","1"
"Australia","BMW 7 Series","2023","Orange","42","76290.684156467","3204208.7345716","36833.683710835","1657194.0187165","1"
"UK","BMW 7 Series","2017","Red","157","26713.944130282","4194089.2284542","15040.252437197","1832769.5958142","1"
"USA","BMW 5 Series","2015","Blue","115","35086.231413111","4034916.6125077","24303.719512039","1239988.8686232","3"
"Japan","BMW X7","2017","Yellow","120","45839.126726911","5500695.2072293","15452.166722733","3646435.2005013","4"
"USA","BMW Z4","2019","Green","38","73570.570476746","2795681.6781163","17353.984041309","2136230.2845466","3"
"India","BMW X7","2016","Blue","169","73456.657391072","12414175.099091","21152.675849459","8839372.8805326","2"
"Germany","BMW X7","2021","Silver","79","65136.943263335","5145818.5178035","32704.346005694","2562175.1833536","5"
"Canada","BMW X7","2018","Black","119","39254.411749396","4671274.9981781","28265.505657446","1307679.824942","2"
"France","BMW i3","2011","Silver","7","22737.166802128","159160.16761489","18684.001318521","28372.158385247","3"
"India","BMW X5","2021","Purple","140","20961.355008057","2934589.701128","20192.089414982","107697.18303051","2"
"Japan","BMW 7 Series","2015","Black","72","54224.877405974","3904191.1732301","36117.838792479","1303706.7801716","5"
"Brazil","BMW Z4","2013","Orange","139","30084.965419973","4181810.1933763","18596.355584629","1596916.7671128","4"
"France","BMW i8","2018","Grey","9","77892.289036873","701030.60133186","22929.031311065","494669.31953227","4"
"China","BMW 7 Series","2012","White","39","46881.23058867","1828367.9929581","22352.062447582","956637.55750242","2"
"Australia","BMW i3","2019","Black","197","52183.634519608","10280176.000363","16674.447130871","6995309.9155812","4"
"China","BMW i8","2018","Red","169","56523.107160289","9552405.1100888","22953.848892583","5673204.6472422","4"
"Brazil","BMW 5 Series","2021","Yellow","137","69152.374514855","9473875.3085351","26597.055393318","5830078.7196506","2"
"India","BMW i8","2019","Blue","138","79952.154053279","11033397.259352","49242.892675205","4237878.0701743","2"
"UK","BMW 7 Series","2016","Green","181","55935.113105002","10124255.472005","26575.932773483","5314011.6400049","2"
"Brazil","BMW X5","2017","Green","105","48339.38625499","5075635.556774","29077.599128824","2022487.6482475","1"
"USA","BMW 7 Series","2020","Orange","119","63120.541961719","7511344.4934446","26106.210567606","4404705.4358995","3"
"France","BMW i3","2017","Purple","61","30017.457650639","1831064.916689","46433.728594334","-1001392.5275654","1"
"France","BMW Z4","2018","White","186","34306.702806398","6381046.7219901","17389.929825555","3146519.7744369","3"
"USA","BMW 3 Series","2022","Grey","64","53414.593269055","3418533.9692195","32149.559705105","1360962.1480928","4"
"Australia","BMW 7 Series","2021","Silver","36","58188.281736519","2094778.1425147","44759.113191519","483450.06761999","2"
"India","BMW Z4","2010","Black","152","35423.693046696","5384401.3430978","43539.01488664","-1233528.9196715","4"
"Germany","BMW X5","2022","Black","12","73307.706233705","879692.47480446","41633.173699876","380094.39040595","3"
"Australia","BMW 5 Series","2017","Orange","128","56418.531252128","7221572.0002724","17562.82066369","4973530.9553201","2"
"India","BMW X7","2018","White","57","38175.964329029","2176029.9667547","21500.228174161","950516.9608275","1"
"Canada","BMW 5 Series","2012","Grey","17","75173.225819628","1277944.8389337","25515.973905328","844173.2825431","3"
"France","BMW X7","2012","Red","65","73008.187721782","4745532.2019158","17033.234399248","3638371.9659647","3"
"Canada","BMW X7","2012","Red","198","53072.044421909","10508264.795538","33275.779472989","3919660.4598861","5"
"UK","BMW i8","2010","Red","34","27753.036527644","943603.2419399","37005.968802836","-314599.69735651","4"
"Brazil","BMW i3","2022","Blue","83","55416.533849049","4599572.3094711","22538.617973735","2728867.0176511","4"
"Canada","BMW X3","2017","Black","131","71965.642346681","9427499.1474153","20772.512455936","6706300.0156876","4"
"China","BMW Z4","2022","Blue","59","70695.988495549","4171063.3212374","23756.474770585","2769431.3097729","5"
"USA","BMW M4","2017","Green","79","50571.061934908","3995113.8928577","19240.069477783","2475148.4041129","4"
"France","BMW X7","2023","Blue","28","36278.859674616","1015808.0708892","18012.377354234","511461.5049707","2"
"Canada","BMW Z4","2011","Green","43","42982.30700502","1848239.2012158","33147.169790423","422910.90022766","3"
"Canada","BMW 7 Series","2010","Green","176","65297.566804087","11492371.757519","42130.093454533","4077475.3095215","2"
"Japan","BMW 5 Series","2018","Red","80","29269.037075935","2341522.9660748","38678.145456179","-752728.67041947","2"
"Australia","BMW M4","2022","Silver","22","66657.10718049","1466456.3579708","44141.501003012","495343.33590451","4"
"France","BMW X5","2013","White","116","25748.888544486","2986871.0711604","49707.481786874","-2779196.816117","4"
"Australia","BMW 3 Series","2016","Yellow","82","40089.601500447","3287347.3230366","21102.557519695","1556937.6064216","5"
"India","BMW X7","2018","White","53","33164.781324133","1757733.4101791","26720.699874689","341536.31682052","2"
"Brazil","BMW X5","2018","White","55","24537.605575356","1349568.3066446","26379.767070104","-101318.88221114","3"
"France","BMW X5","2018","Purple","35","68333.522655381","2391673.2929383","43573.64685571","866595.65298849","3"
"Japan","BMW 7 Series","2012","Orange","154","61508.812461195","9472357.119024","44395.365567364","2635470.8216499","3"
"Canada","BMW i8","2016","Purple","110","65906.410988503","7249705.2087354","38752.425364398","2986938.4186516","5"
"Canada","BMW i8","2022","Green","56","79713.702356776","4463967.3319794","39469.13522024","2253695.759646","5"
"Germany","BMW 3 Series","2014","Black","134","57588.256481817","7716826.3685635","30730.368600145","3598956.9761441","5"
"Japan","BMW i8","2018","Orange","6","26943.840744817","161663.0444689","44730.685022381","-106721.06566538","2"
"USA","BMW 5 Series","2022","Black","186","74366.174294305","13832108.418741","23600.251362767","9442461.665266","4"
"USA","BMW Z4","2013","Blue","18","70771.138322536","1273880.4898056","30340.204782256","727756.80372505","4"
"Australia","BMW i3","2019","Green","125","79655.537139524","9956942.1424404","26339.103063044","6664554.2595599","5"
"Australia","BMW 7 Series","2021","White","22","47436.978322338","1043613.5230914","37049.889388403","228515.95654655","1"
"Australia","BMW 7 Series","2017","Green","38","28547.132493999","1084791.034772","34149.591223387","-212893.43171676","2"
"Canada","BMW 3 Series","2017","Blue","137","29185.098524118","3998358.4978041","17240.808744556","1636367.6997999","4"
"China","BMW X7","2013","Purple","194","36597.332453555","7099882.4959897","19183.072416272","3378366.447233","1"
"UK","BMW i8","2022","Orange","51","23578.480275794","1202502.4940655","19277.400509136","219355.0680996","4"
"India","BMW Z4","2023","Purple","186","45507.173894045","8464334.3442923","15492.264200829","5582773.2029381","2"
"Brazil","BMW 5 Series","2016","Blue","95","66990.623004185","6364109.1853976","19314.481284443","4529233.4633755","5"
"Brazil","BMW 7 Series","2019","Grey","83","57542.001855777","4775986.1540295","41823.221930746","1304658.7337776","1"
"USA","BMW 7 Series","2011","Silver","166","54775.337154826","9092705.967701","24084.291867487","5094713.5176982","2"
"Germany","BMW 5 Series","2011","Orange","151","35183.303399652","5312678.8133475","24417.655480389","1625612.8358088","1"
"Japan","BMW i8","2014","Orange","52","51894.714016781","2698525.1288726","28163.394313028","1234028.6245952","5"
"Australia","BMW i8","2014","Red","129","78589.778114258","10138081.376739","34468.178661869","5691686.3293581","3"
"Brazil","BMW X3","2015","Silver","107","40567.763997552","4340750.7477381","25061.004306756","1659223.2869152","2"
"Japan","BMW X5","2011","Grey","79","68318.720879505","5397178.9494809","33240.067633278","2771213.606452","4"
"China","BMW 7 Series","2014","Orange","190","28638.752238747","5441362.925362","26424.311248619","420743.78812428","1"
"Germany","BMW 3 Series","2020","Silver","179","61924.981036231","11084571.605485","17312.074076076","7985710.3458677","2"
"India","BMW M4","2021","Purple","59","58507.17764918","3451923.4813016","23576.577262933","2060905.4227886","4"
"Japan","BMW 5 Series","2010","Purple","50","28717.831275617","1435891.5637808","19963.457757289","437718.67591639","2"
"Canada","BMW X5","2020","White","157","71338.619459144","11200163.255086","38768.737285375","5113471.5012818","3"
"Australia","BMW X7","2018","Blue","183","53286.705575499","9751467.1203164","25103.140592066","5157592.3919684","3"
"France","BMW Z4","2014","Blue","36","62338.92324702","2244201.2368927","20255.470422269","1515004.301691","4"
"Canada","BMW M4","2022","White","27","75258.151429699","2031970.0886019","40033.514804494","951065.18888055","4"
"India","BMW 7 Series","2013","Silver","155","63164.018610838","9790422.8846798","18104.666717695","6984199.5434371","3"
"France","BMW X3","2019","Orange","152","58938.380202324","8958633.7907532","38814.413680872","3058842.9112607","2"
"UK","BMW 7 Series","2017","Grey","91","47771.778152858","4347231.8119101","42126.627156564","513708.74066278","5"
"UK","BMW i3","2012","Yellow","105","26814.80544515","2815554.5717407","36283.742411875","-994238.38150612","2"
"USA","BMW 3 Series","2023","Silver","129","35829.376938675","4621989.6250891","19255.567245391","2138021.4504336","2"
"India","BMW M4","2016","White","20","31354.583410727","627091.66821453","40012.795956469","-173164.25091485","4"
"Germany","BMW X3","2012","Green","156","75936.325981889","11846066.853175","33863.096483733","6563423.8017124","1"
"France","BMW M4","2017","Grey","121","63571.684735323","7692173.8529741","39478.836154206","2915234.6783152","1"
"India","BMW M4","2021","White","187","20493.295527663","3832246.263673","18438.581074536","384231.60273468","2"
"Canada","BMW 7 Series","2013","Red","108","24399.797480579","2635178.1279025","17962.816378404","695193.95903486","4"
"India","BMW X7","2011","Purple","7","46195.739796557","323370.1785759","30881.425532245","107200.19985019","4"
"Japan","BMW 5 Series","2013","Green","134","69730.830611143","9343931.3018932","32290.668827447","5016981.6790154","5"
"China","BMW i3","2021","Grey","160","33091.191604843","5294590.6567748","16232.984479935","2697313.1399852","4"
"Japan","BMW X5","2016","White","158","32996.158482922","5213393.0403016","27948.502800561","797529.59781303","4"
"Japan","BMW Z4","2023","White","32","70383.377517047","2252268.0805455","38958.512433747","1005595.6826656","1"
"India","BMW 3 Series","2011","Green","108","57632.53857513","6224314.166114","43672.775526635","1507654.4092375","4"
"Germany","BMW 3 Series","2022","Green","158","35769.840568403","5651634.8098077","15888.618370685","3141233.1072395","4"
"Canada","BMW 5 Series","2010","Yellow","12","55233.022814006","662796.27376808","36894.816939616","220058.47049268","1"
"Germany","BMW 5 Series","2018","Orange","89","75856.883786851","6751262.6570297","45425.730357428","2708372.6552187","3"
"China","BMW M4","2015","Green","142","78394.422723597","11132008.026751","43811.017886937","4910843.4868057","1"
"Canada","BMW i3","2019","Orange","76","30916.909198011","2349685.0990488","40167.880620486","-703073.82810812","3"
"Brazil","BMW Z4","2023","Silver","158","63569.618420892","10043999.710501","32768.555819075","4866567.891087","2"
"Australia","BMW 7 Series","2014","Black","68","50703.263207731","3447821.8981257","17456.225873473","2260798.5387296","5"
"Japan","BMW i3","2021","Yellow","63","38329.682349741","2414769.9880337","20385.187736309","1130503.1606463","1"
"USA","BMW X3","2012","White","105","28674.643346086","3010837.551339","23622.552982166","530469.48821154","4"
"Brazil","BMW X3","2011","Orange","27","28947.808203771","781590.82150182","45089.281413349","-435819.77665861","4"
"UK","BMW i8","2018","Grey","186","52816.63451092","9823894.019031","47051.87173212","1072245.8768568","3"
"Canada","BMW 5 Series","2016","Blue","19","42983.425794889","816685.09010289","34216.205211722","166577.19108018","3"
"Canada","BMW M4","2015","Green","41","66750.014902955","2736750.6110212","20303.536097572","1904305.6310207","2"
"China","BMW X7","2022","Purple","102","22448.550464876","2289752.1474174","21996.451359269","46114.108771929","1"
"Canada","BMW i8","2012","Yellow","116","28571.323057723","3314273.4746958","35873.593483325","-847063.36936989","3"
"Japan","BMW X3","2018","Silver","49","36075.261171129","1767687.7973853","22586.422693531","660953.08540229","2"
"India","BMW 5 Series","2022","Silver","23","39824.046977084","915953.08047292","27179.206223268","290831.33733777","1"
"Brazil","BMW 3 Series","2020","Orange","31","74820.036594428","2319421.1344273","49503.237875131","784820.76029822","3"
"France","BMW 3 Series","2018","Yellow","107","47616.892892379","5095007.5394845","24335.654505659","2491092.507379","3"
"Australia","BMW i3","2010","Silver","44","77706.41924931","3419082.4469696","32440.57781309","1991697.0231936","3"
"Germany","BMW Z4","2015","Grey","159","43933.077083854","6985359.2563328","46051.20315718","-336782.0456589","3"
"USA","BMW X5","2018","White","186","52042.999216867","9679997.8543373","36032.902687073","2977877.9545416","5"
"USA","BMW 7 Series","2012","Red","75","78106.263685174","5857969.776388","38360.962353286","2980897.5998916","2"
"Japan","BMW 3 Series","2010","Green","127","22461.842400175","2852653.9848222","25662.981195494","-406544.62700561","4"
"France","BMW 5 Series","2010","White","83","58752.517120071","4876458.9209659","32596.378541244","2170959.5020427","4"
"India","BMW i3","2012","Green","64","38047.060801812","2435011.891316","43412.307134534","-343375.76529422","4"
"China","BMW X3","2022","Black","194","73510.197383573","14260978.292413","34418.998186066","7583692.6443164","3"
"India","BMW i8","2016","White","187","63712.063136908","11914155.806602","28086.200805575","6662036.2559593","3"
"Japan","BMW X3","2012","White","11","74584.772905286","820432.50195814","26364.934116463","530418.22667705","2"
"Germany","BMW 5 Series","2014","Black","84","49182.601942859","4131338.5632001","20707.378445164","2391918.7738063","3"
"Canada","BMW i3","2017","Grey","140","22624.837693508","3167477.2770912","33107.985371172","-1467640.6748729","5"
"Canada","BMW i8","2013","Grey","170","37756.860953614","6418666.3621144","36632.024730791","191222.15787989","5"
"France","BMW 7 Series","2017","Blue","173","24373.770120266","4216662.2308059","21136.41505897","560062.42560407","3"
"USA","BMW i3","2022","Red","57","41790.644892086","2382066.7588489","40528.221479581","71958.134512792","3"
"France","BMW i3","2015","Grey","170","66206.125970673","11255041.415014","32697.356959851","5696490.7318396","2"
"Brazil","BMW i3","2021","Black","60","70429.395943164","4225763.7565898","26198.237104962","2653869.5302921","2"
"Brazil","BMW 3 Series","2012","Blue","84","78775.345967652","6617129.0612828","37354.764805941","3479328.8175838","3"
"Germany","BMW X3","2014","Orange","16","47134.616277753","754153.86044405","23306.059508175","381256.90831325","5"
"India","BMW X5","2021","Grey","145","22552.086738785","3270052.5771239","19543.156921179","436294.82355287","3"
